time,co2
4/5/1980,340.4
4/12/1980,340.9
4/19/1980,340.7
4/26/1980,341
5/3/1980,341.5
5/10/1980,341.3
5/17/1980,341.3
5/24/1980,340.9
5/31/1980,341.7
6/7/1980,341.3
6/14/1980,341.3
6/21/1980,340.8
6/28/1980,340.4
7/5/1980,340.4
7/12/1980,339.7
7/19/1980,338.5
7/26/1980,338.9
8/2/1980,337.9
8/9/1980,337.7
8/16/1980,337.7
8/23/1980,337.7
8/30/1980,337
9/6/1980,336.6
9/13/1980,335.7
9/20/1980,335.2
9/27/1980,336
10/4/1980,335.8
10/11/1980,335.8
10/18/1980,336.1
10/25/1980,336.4
11/1/1980,336.6
11/8/1980,336.9
11/15/1980,337.1
11/22/1980,337.3
11/29/1980,337.4
12/6/1980,337.7
12/13/1980,338.1
12/20/1980,338.3
12/27/1980,338.7
1/3/1981,338.9
1/10/1981,339.1
1/17/1981,339.3
1/24/1981,339.3
1/31/1981,339.5
2/7/1981,340.5
2/14/1981,340
2/21/1981,340.2
2/28/1981,341.1
3/7/1981,340.7
3/14/1981,341
3/21/1981,341.8
3/28/1981,342.1
4/4/1981,342.4
4/11/1981,342.4
4/18/1981,342.7
4/25/1981,342.3
5/2/1981,342.9
5/9/1981,343
5/16/1981,342.8
5/23/1981,342.7
5/30/1981,342.7
6/6/1981,342.6
6/13/1981,342.5
6/20/1981,341.8
6/27/1981,341.6
7/4/1981,341
7/11/1981,340.8
7/18/1981,339.7
7/25/1981,340.2
8/1/1981,339.5
8/8/1981,338.9
8/15/1981,338.4
8/22/1981,337.5
8/29/1981,337.7
9/5/1981,337.2
9/12/1981,337
9/19/1981,336.7
9/26/1981,335.9
10/3/1981,336.3
10/10/1981,336.6
10/17/1981,337.1
10/24/1981,337.2
10/31/1981,337.5
11/7/1981,337.8
11/14/1981,338.1
11/21/1981,338.5
11/28/1981,339.3
12/5/1981,339.2
12/12/1981,339.4
12/19/1981,339.6
12/26/1981,340.2
1/2/1982,340.2
1/9/1982,340.3
1/16/1982,340.7
1/23/1982,341.1
1/30/1982,341.2
2/6/1982,341.9
2/13/1982,341.1
2/20/1982,341.1
2/27/1982,342.1
3/6/1982,342.6
3/13/1982,342.6
3/20/1982,342.7
3/27/1982,342.8
4/3/1982,342.9
4/10/1982,343.3
4/17/1982,343.5
4/24/1982,344.2
5/1/1982,343.8
5/8/1982,343.6
5/15/1982,344.2
5/22/1982,344.1
5/29/1982,344.1
6/5/1982,343.4
6/12/1982,343.5
6/19/1982,343.4
6/26/1982,342.9
7/3/1982,342.5
7/10/1982,342
7/17/1982,342
7/24/1982,341.8
7/31/1982,341.3
8/7/1982,340.5
8/14/1982,340
8/21/1982,339.7
8/28/1982,338.3
9/4/1982,338.8
9/11/1982,338.6
9/18/1982,337.8
9/25/1982,336.9
10/2/1982,337.3
10/9/1982,338
10/16/1982,337.6
10/23/1982,337.9
10/30/1982,338.7
11/6/1982,338.4
11/13/1982,339.2
11/20/1982,339.7
11/27/1982,339.8
12/4/1982,339.8
12/11/1982,340.4
12/18/1982,340.7
12/25/1982,340.8
1/1/1983,340.9
1/8/1983,341.4
1/15/1983,341.5
1/22/1983,341.2
1/29/1983,341.7
2/5/1983,342
2/12/1983,342.7
2/19/1983,342.5
2/26/1983,342.8
3/5/1983,342.3
3/12/1983,342.5
3/19/1983,344
3/26/1983,343.8
4/2/1983,344
4/9/1983,344.8
4/16/1983,345
4/23/1983,345.3
4/30/1983,345.4
5/7/1983,345.4
5/14/1983,345.7
5/21/1983,345.8
5/28/1983,345.7
6/4/1983,345.6
6/11/1983,345.6
6/18/1983,345
6/25/1983,344.9
7/2/1983,344.7
7/9/1983,344.5
7/16/1983,343.7
7/23/1983,343.6
7/30/1983,342.6
8/6/1983,343
8/13/1983,341.7
8/20/1983,342.1
8/27/1983,341.8
9/3/1983,339.9
9/10/1983,339.9
9/17/1983,339.8
9/24/1983,339.9
10/1/1983,339.8
10/8/1983,339.7
10/15/1983,340.1
10/22/1983,340.2
10/29/1983,340.3
11/5/1983,340.8
11/12/1983,341
11/19/1983,341.1
11/26/1983,341.7
12/3/1983,341.8
12/10/1983,342.8
12/17/1983,343.3
12/24/1983,343.6
12/31/1983,343.4
1/7/1984,343.7
1/14/1984,343.4
1/21/1984,343.5
1/28/1984,344.1
2/4/1984,344.3
2/11/1984,344.5
2/18/1984,344.3
2/25/1984,344.6
3/3/1984,344.8
3/10/1984,344.9
3/17/1984,345.4
3/24/1984,345.6
3/31/1984,
4/7/1984,
4/14/1984,
4/21/1984,
4/28/1984,347.4
5/5/1984,347.4
5/12/1984,347.7
5/19/1984,347.3
5/26/1984,347
6/2/1984,347
6/9/1984,347
6/16/1984,346.8
6/23/1984,346.3
6/30/1984,346.2
7/7/1984,345.8
7/14/1984,345.4
7/21/1984,345.2
7/28/1984,344.4
8/4/1984,344
8/11/1984,344.1
8/18/1984,343.1
8/25/1984,342
9/1/1984,341.6
9/8/1984,340.6
9/15/1984,341.3
9/22/1984,341.3
9/29/1984,340.8
10/6/1984,341.1
10/13/1984,341.3
10/20/1984,341.9
10/27/1984,341.6
11/3/1984,342
11/10/1984,342.6
11/17/1984,343.1
11/24/1984,343.7
12/1/1984,343.6
12/8/1984,343.9
12/15/1984,344.2
12/22/1984,344.5
12/29/1984,344.5
1/5/1985,344.7
1/12/1985,345
1/19/1985,345
1/26/1985,345
2/2/1985,345.9
2/9/1985,345.5
2/16/1985,345.8
2/23/1985,346.3
3/2/1985,346.7
3/9/1985,347.1
3/16/1985,347.5
3/23/1985,347.7
3/30/1985,348.2
4/6/1985,348
4/13/1985,348
4/20/1985,348.5
4/27/1985,348.8
5/4/1985,348.8
5/11/1985,349.3
5/18/1985,349.1
5/25/1985,348.1
6/1/1985,349
6/8/1985,348.4
6/15/1985,348.2
6/22/1985,347.9
6/29/1985,347.4
7/6/1985,346.9
7/13/1985,346.8
7/20/1985,346.4
7/27/1985,345.7
8/3/1985,
8/10/1985,344.7
8/17/1985,344.5
8/24/1985,344.3
8/31/1985,343.7
9/7/1985,344.2
9/14/1985,343.3
9/21/1985,342.4
9/28/1985,342.1
10/5/1985,342.4
10/12/1985,342.5
10/19/1985,343.1
10/26/1985,343.2
11/2/1985,343.3
11/9/1985,343.7
11/16/1985,344.2
11/23/1985,344.6
11/30/1985,345.3
12/7/1985,345.3
12/14/1985,345.6
12/21/1985,345.1
12/28/1985,346.3
1/4/1986,346.4
1/11/1986,346
1/18/1986,346.2
1/25/1986,346.4
2/1/1986,346.2
2/8/1986,346.8
2/15/1986,347.1
2/22/1986,347.2
3/1/1986,347
3/8/1986,346.6
3/15/1986,347.2
3/22/1986,349.1
3/29/1986,348.8
4/5/1986,349.2
4/12/1986,349.4
4/19/1986,349.3
4/26/1986,350.2
5/3/1986,349.9
5/10/1986,350.1
5/17/1986,350.2
5/24/1986,350.1
5/31/1986,350.1
6/7/1986,349.7
6/14/1986,349.5
6/21/1986,349.4
6/28/1986,348.9
7/5/1986,348.6
7/12/1986,347.7
7/19/1986,347.6
7/26/1986,347.4
8/2/1986,346.6
8/9/1986,346.2
8/16/1986,345.5
8/23/1986,345.6
8/30/1986,345.2
9/6/1986,345
9/13/1986,345.3
9/20/1986,344.4
9/27/1986,344.5
10/4/1986,343.9
10/11/1986,344.1
10/18/1986,343.9
10/25/1986,344.5
11/1/1986,345.1
11/8/1986,345.3
11/15/1986,345.6
11/22/1986,345.7
11/29/1986,346.4
12/6/1986,346.9
12/13/1986,346.7
12/20/1986,346.9
12/27/1986,347
1/3/1987,347.6
1/10/1987,348.3
1/17/1987,348.2
1/24/1987,347.9
1/31/1987,348
2/7/1987,347.9
2/14/1987,348.2
2/21/1987,348.5
2/28/1987,349.4
3/7/1987,348.8
3/14/1987,349.2
3/21/1987,349.7
3/28/1987,350.2
4/4/1987,350.8
4/11/1987,350.2
4/18/1987,351.1
4/25/1987,351.3
5/2/1987,351.4
5/9/1987,352
5/16/1987,351.7
5/23/1987,351.9
5/30/1987,351.7
6/6/1987,351.6
6/13/1987,351.1
6/20/1987,351
6/27/1987,350.9
7/4/1987,349.7
7/11/1987,349.8
7/18/1987,348.8
7/25/1987,349.5
8/1/1987,349
8/8/1987,348.1
8/15/1987,348.6
8/22/1987,348
8/29/1987,346.7
9/5/1987,347
9/12/1987,346.6
9/19/1987,346.2
9/26/1987,345.8
10/3/1987,345.7
10/10/1987,346.3
10/17/1987,346.5
10/24/1987,346.8
10/31/1987,346.9
11/7/1987,347.3
11/14/1987,347.6
11/21/1987,348.1
11/28/1987,348.7
12/5/1987,348.6
12/12/1987,348.8
12/19/1987,349.1
12/26/1987,349.2
1/2/1988,349.7
1/9/1988,350.2
1/16/1988,350.2
1/23/1988,350.7
1/30/1988,351.2
2/6/1988,351.8
2/13/1988,351.3
2/20/1988,351.5
2/27/1988,352.5
3/5/1988,352.8
3/12/1988,351.8
3/19/1988,351.7
3/26/1988,352.2
4/2/1988,353.1
4/9/1988,353.5
4/16/1988,353.1
4/23/1988,354
4/30/1988,354.2
5/7/1988,353.7
5/14/1988,354.3
5/21/1988,354.5
5/28/1988,354.2
6/4/1988,354.1
6/11/1988,354.2
6/18/1988,353.6
6/25/1988,353.1
7/2/1988,353
7/9/1988,352.5
7/16/1988,352.6
7/23/1988,351.9
7/30/1988,351.1
8/6/1988,350.9
8/13/1988,350.3
8/20/1988,350.4
8/27/1988,349.6
9/3/1988,349.3
9/10/1988,348.7
9/17/1988,348.9
9/24/1988,348.1
10/1/1988,348.8
10/8/1988,348.8
10/15/1988,348.6
10/22/1988,349.4
10/29/1988,349.2
11/5/1988,349.7
11/12/1988,349.8
11/19/1988,350.1
11/26/1988,350.4
12/3/1988,350.5
12/10/1988,351
12/17/1988,351.6
12/24/1988,351.3
12/31/1988,352.4
1/7/1989,352.7
1/14/1989,352.9
1/21/1989,352.5
1/28/1989,353
2/4/1989,352.8
2/11/1989,352.6
2/18/1989,353.2
2/25/1989,353.4
3/4/1989,353.1
3/11/1989,353.4
3/18/1989,353.5
3/25/1989,354.4
4/1/1989,354.5
4/8/1989,355
4/15/1989,355.4
4/22/1989,356
4/29/1989,355.9
5/6/1989,355.3
5/13/1989,355.8
5/20/1989,355.6
5/27/1989,355.7
6/3/1989,355.8
6/10/1989,355
6/17/1989,354.8
6/24/1989,354.9
7/1/1989,354.5
7/8/1989,354.7
7/15/1989,353.8
7/22/1989,353.1
7/29/1989,353.2
8/5/1989,352.6
8/12/1989,352.2
8/19/1989,351.1
8/26/1989,350.4
9/2/1989,350.7
9/9/1989,350.2
9/16/1989,349.4
9/23/1989,349.3
9/30/1989,349.7
10/7/1989,349.9
10/14/1989,349.7
10/21/1989,350.2
10/28/1989,350.4
11/4/1989,350.6
11/11/1989,351.2
11/18/1989,351.6
11/25/1989,351.4
12/2/1989,352
12/9/1989,352.1
12/16/1989,352.4
12/23/1989,352.5
12/30/1989,353.4
1/6/1990,353.4
1/13/1990,353.5
1/20/1990,353.8
1/27/1990,353.9
2/3/1990,354.1
2/10/1990,355
2/17/1990,354.8
2/24/1990,354.7
3/3/1990,355.7
3/10/1990,354.9
3/17/1990,355.8
3/24/1990,355.1
3/31/1990,355.9
4/7/1990,356.1
4/14/1990,355.9
4/21/1990,356.6
4/28/1990,356.1
5/5/1990,357.3
5/12/1990,357
5/19/1990,356.9
5/26/1990,357.1
6/2/1990,357
6/9/1990,356.6
6/16/1990,355.6
6/23/1990,355.5
6/30/1990,355.7
7/7/1990,355.5
7/14/1990,354
7/21/1990,354.5
7/28/1990,354.7
8/4/1990,353.5
8/11/1990,353.2
8/18/1990,352.9
8/25/1990,352
9/1/1990,350.9
9/8/1990,350.7
9/15/1990,351.3
9/22/1990,350.9
9/29/1990,350.9
10/6/1990,351.1
10/13/1990,351
10/20/1990,351.4
10/27/1990,351.4
11/3/1990,352.1
11/10/1990,352.6
11/17/1990,353
11/24/1990,353.1
12/1/1990,353.6
12/8/1990,354
12/15/1990,353.8
12/22/1990,354.5
12/29/1990,354.8
1/5/1991,354.2
1/12/1991,354.7
1/19/1991,354.8
1/26/1991,355
2/2/1991,355.2
2/9/1991,355.2
2/16/1991,356.4
2/23/1991,355.8
3/2/1991,356.4
3/9/1991,357.2
3/16/1991,357.6
3/23/1991,356.9
3/30/1991,357.9
4/6/1991,358.3
4/13/1991,357.8
4/20/1991,359.1
4/27/1991,359.2
5/4/1991,359.1
5/11/1991,358.9
5/18/1991,360
5/25/1991,359
6/1/1991,358.5
6/8/1991,358.4
6/15/1991,358.2
6/22/1991,358.1
6/29/1991,357.7
7/6/1991,357.2
7/13/1991,356.5
7/20/1991,355.2
7/27/1991,355.3
8/3/1991,354.8
8/10/1991,354.6
8/17/1991,353.7
8/24/1991,353
8/31/1991,353.2
9/7/1991,353
9/14/1991,352.1
9/21/1991,351.8
9/28/1991,351.6
10/5/1991,351.7
10/12/1991,352.1
10/19/1991,352.5
10/26/1991,352.7
11/2/1991,353.4
11/9/1991,353.7
11/16/1991,353.5
11/23/1991,353.8
11/30/1991,354.3
12/7/1991,354.5
12/14/1991,354.9
12/21/1991,355.2
12/28/1991,355.5
1/4/1992,355.6
1/11/1992,356
1/18/1992,356.1
1/25/1992,355.9
2/1/1992,356
2/8/1992,356.7
2/15/1992,357.3
2/22/1992,356.9
2/29/1992,356.5
3/7/1992,357.3
3/14/1992,357.8
3/21/1992,358.1
3/28/1992,358.4
4/4/1992,358.5
4/11/1992,358.9
4/18/1992,359.7
4/25/1992,359.2
5/2/1992,359.6
5/9/1992,359.7
5/16/1992,358.6
5/23/1992,359.6
5/30/1992,360.2
6/6/1992,360
6/13/1992,359.4
6/20/1992,358.7
6/27/1992,358.4
7/4/1992,358.4
7/11/1992,357.2
7/18/1992,356.3
7/25/1992,356.1
8/1/1992,354.9
8/8/1992,355.3
8/15/1992,355.3
8/22/1992,354.5
8/29/1992,354.3
9/5/1992,353.5
9/12/1992,353.6
9/19/1992,352.3
9/26/1992,352.7
10/3/1992,353.6
10/10/1992,353.3
10/17/1992,353.2
10/24/1992,353.5
10/31/1992,353.5
11/7/1992,353.9
11/14/1992,353.8
11/21/1992,354.5
11/28/1992,354.6
12/5/1992,354.8
12/12/1992,355.3
12/19/1992,355.4
12/26/1992,355.9
1/2/1993,356.2
1/9/1993,356.9
1/16/1993,356.7
1/23/1993,356.6
1/30/1993,357
2/6/1993,356.6
2/13/1993,357.2
2/20/1993,357.3
2/27/1993,357.6
3/6/1993,358.3
3/13/1993,358.5
3/20/1993,358.1
3/27/1993,358.8
4/3/1993,359.1
4/10/1993,358.8
4/17/1993,359.4
4/24/1993,360
5/1/1993,359.6
5/8/1993,359.7
5/15/1993,360.7
5/22/1993,360.6
5/29/1993,360.3
6/5/1993,359.7
6/12/1993,359.9
6/19/1993,359.3
6/26/1993,359.1
7/3/1993,357.9
7/10/1993,358
7/17/1993,358.1
7/24/1993,356.6
7/31/1993,356.5
8/7/1993,355.8
8/14/1993,355.9
8/21/1993,354.9
8/28/1993,354.7
9/4/1993,354.3
9/11/1993,353.2
9/18/1993,353.8
9/25/1993,353.8
10/2/1993,353.8
10/9/1993,353.8
10/16/1993,354
10/23/1993,354.4
10/30/1993,354.3
11/6/1993,354.7
11/13/1993,355.1
11/20/1993,355.6
11/27/1993,356
12/4/1993,356.2
12/11/1993,356.5
12/18/1993,356.9
12/25/1993,357.5
1/1/1994,358.1
1/8/1994,358.1
1/15/1994,358.4
1/22/1994,358.3
1/29/1994,358.7
2/5/1994,358.4
2/12/1994,358.6
2/19/1994,359
2/26/1994,359.6
3/5/1994,358.7
3/12/1994,359.8
3/19/1994,360.4
3/26/1994,360.8
4/2/1994,360.6
4/9/1994,361
4/16/1994,361
4/23/1994,361.3
4/30/1994,362.2
5/7/1994,361.6
5/14/1994,361.4
5/21/1994,361.7
5/28/1994,361.9
6/4/1994,361
6/11/1994,361
6/18/1994,360.9
6/25/1994,360.7
7/2/1994,360.2
7/9/1994,359.9
7/16/1994,359.4
7/23/1994,359
7/30/1994,358.8
8/6/1994,358.1
8/13/1994,357.5
8/20/1994,357.6
8/27/1994,356.3
9/3/1994,356.4
9/10/1994,356.4
9/17/1994,355.4
9/24/1994,355.5
10/1/1994,355.4
10/8/1994,355.8
10/15/1994,356
10/22/1994,356.3
10/29/1994,356.6
11/5/1994,356.9
11/12/1994,357.4
11/19/1994,357.9
11/26/1994,358.1
12/3/1994,358.4
12/10/1994,359.1
12/17/1994,359.2
12/24/1994,359.1
12/31/1994,359.5
1/7/1995,359.6
1/14/1995,360.2
1/21/1995,360.1
1/28/1995,360
2/4/1995,360.6
2/11/1995,361
2/18/1995,360.8
2/25/1995,361.3
3/4/1995,362.2
3/11/1995,361.2
3/18/1995,360.9
3/25/1995,362
4/1/1995,363.8
4/8/1995,363.4
4/15/1995,363.3
4/22/1995,362.8
4/29/1995,363.5
5/6/1995,363.2
5/13/1995,364.1
5/20/1995,364.1
5/27/1995,363.4
6/3/1995,363.9
6/10/1995,363.4
6/17/1995,362.9
6/24/1995,362.8
7/1/1995,362.5
7/8/1995,362.2
7/15/1995,361.9
7/22/1995,361.5
7/29/1995,360.9
8/5/1995,360.4
8/12/1995,359.2
8/19/1995,358.7
8/26/1995,359.2
9/2/1995,357.3
9/9/1995,358.5
9/16/1995,358.5
9/23/1995,358.2
9/30/1995,357.5
10/7/1995,357.6
10/14/1995,357.6
10/21/1995,358
10/28/1995,358.2
11/4/1995,359.1
11/11/1995,359.4
11/18/1995,359.6
11/25/1995,359.8
12/2/1995,360.1
12/9/1995,360.4
12/16/1995,360.5
12/23/1995,360.8
12/30/1995,361.7
1/6/1996,361.8
1/13/1996,362
1/20/1996,362.1
1/27/1996,362.2
2/3/1996,362.6
2/10/1996,363.1
2/17/1996,363
2/24/1996,364
3/2/1996,363.8
3/9/1996,363.6
3/16/1996,364.1
3/23/1996,364.5
3/30/1996,364.3
4/6/1996,364.5
4/13/1996,364.8
4/20/1996,364.4
4/27/1996,365.1
5/4/1996,364.9
5/11/1996,365.3
5/18/1996,365.7
5/25/1996,365.4
6/1/1996,364.8
6/8/1996,365.1
6/15/1996,365.2
6/22/1996,365
6/29/1996,364.3
7/6/1996,364.1
7/13/1996,363.7
7/20/1996,363.3
7/27/1996,362.8
8/3/1996,361.7
8/10/1996,362.1
8/17/1996,361.2
8/24/1996,360.8
8/31/1996,360.8
9/7/1996,359.8
9/14/1996,359.8
9/21/1996,359
9/28/1996,359
10/5/1996,359.4
10/12/1996,359.5
10/19/1996,359.8
10/26/1996,359.8
11/2/1996,359.9
11/9/1996,360.5
11/16/1996,360.7
11/23/1996,361.2
11/30/1996,361.4
12/7/1996,361.9
12/14/1996,362.6
12/21/1996,362.4
12/28/1996,362.6
1/4/1997,362.9
1/11/1997,363
1/18/1997,363.1
1/25/1997,363.5
2/1/1997,363.2
2/8/1997,364.1
2/15/1997,364
2/22/1997,364.2
3/1/1997,364.5
3/8/1997,364.1
3/15/1997,364.1
3/22/1997,364.7
3/29/1997,365.4
4/5/1997,365.8
4/12/1997,366.2
4/19/1997,366.6
4/26/1997,366.7
5/3/1997,366.7
5/10/1997,366.8
5/17/1997,367
5/24/1997,366.6
5/31/1997,366.3
6/7/1997,365.7
6/14/1997,365.6
6/21/1997,365.5
6/28/1997,365.1
7/5/1997,365
7/12/1997,364.6
7/19/1997,364.1
7/26/1997,363.8
8/2/1997,363.3
8/9/1997,363.3
8/16/1997,362.6
8/23/1997,361.5
8/30/1997,361.6
9/6/1997,360.6
9/13/1997,360.2
9/20/1997,360
9/27/1997,359.8
10/4/1997,360.5
10/11/1997,360.4
10/18/1997,361
10/25/1997,361.1
11/1/1997,361.7
11/8/1997,362.1
11/15/1997,362
11/22/1997,362.6
11/29/1997,363.5
12/6/1997,363.9
12/13/1997,363.9
12/20/1997,364.2
12/27/1997,365
1/3/1998,365.2
1/10/1998,365.3
1/17/1998,365.3
1/24/1998,365.3
1/31/1998,365.6
2/7/1998,366
2/14/1998,365.5
2/21/1998,366
2/28/1998,367.3
3/7/1998,367
3/14/1998,366.6
3/21/1998,367.4
3/28/1998,368.5
4/4/1998,368.6
4/11/1998,368.6
4/18/1998,368
4/25/1998,368.9
5/2/1998,369.1
5/9/1998,368.8
5/16/1998,368.5
5/23/1998,369.6
5/30/1998,369.7
6/6/1998,369.4
6/13/1998,368.8
6/20/1998,368.5
6/27/1998,368.3
7/4/1998,368
7/11/1998,367.5
7/18/1998,367.6
7/25/1998,367.3
8/1/1998,366.8
8/8/1998,366.4
8/15/1998,365.6
8/22/1998,365.6
8/29/1998,364.2
9/5/1998,364.7
9/12/1998,363.9
9/19/1998,363.5
9/26/1998,363.6
10/3/1998,364
10/10/1998,364.1
10/17/1998,364.4
10/24/1998,364.4
10/31/1998,364.7
11/7/1998,365
11/14/1998,365.4
11/21/1998,365.8
11/28/1998,366
12/5/1998,366.4
12/12/1998,366.7
12/19/1998,367.3
12/26/1998,367.3
1/2/1999,367.5
1/9/1999,367.8
1/16/1999,367.8
1/23/1999,368.3
1/30/1999,369.2
2/6/1999,369.1
2/13/1999,368.8
2/20/1999,369
2/27/1999,368.5
3/6/1999,368.1
3/13/1999,369.5
3/20/1999,370.2
3/27/1999,370.6
4/3/1999,371.1
4/10/1999,371.5
4/17/1999,371
4/24/1999,370.3
5/1/1999,370.8
5/8/1999,371.3
5/15/1999,371
5/22/1999,370.8
5/29/1999,370.3
6/5/1999,370.9
6/12/1999,370.3
6/19/1999,369.9
6/26/1999,369.9
7/3/1999,369.4
7/10/1999,370.1
7/17/1999,369.5
7/24/1999,368.6
7/31/1999,367.4
8/7/1999,367.6
8/14/1999,366.7
8/21/1999,366.4
8/28/1999,366.1
9/4/1999,364.1
9/11/1999,364.7
9/18/1999,365.2
9/25/1999,364.7
10/2/1999,364.5
10/9/1999,365
10/16/1999,364.9
10/23/1999,365.6
10/30/1999,365.7
11/6/1999,366.2
11/13/1999,366.7
11/20/1999,366.6
11/27/1999,367.1
12/4/1999,367.4
12/11/1999,368
12/18/1999,368
12/25/1999,368.2
1/1/2000,368.6
1/8/2000,368.5
1/15/2000,369
1/22/2000,369.8
1/29/2000,369.2
2/5/2000,369.1
2/12/2000,369.6
2/19/2000,369.3
2/26/2000,369.5
3/4/2000,370
3/11/2000,370
3/18/2000,370.9
3/25/2000,370.7
4/1/2000,370.9
4/8/2000,371.7
4/15/2000,371.8
4/22/2000,372
4/29/2000,371.3
5/6/2000,371.2
5/13/2000,371.7
5/20/2000,371.9
5/27/2000,371.8
6/3/2000,371.9
6/10/2000,371.6
6/17/2000,371.7
6/24/2000,371.3
7/1/2000,370.8
7/8/2000,370
7/15/2000,370.2
7/22/2000,369.7
7/29/2000,369
8/5/2000,368.7
8/12/2000,368.3
8/19/2000,367.7
8/26/2000,367.1
9/2/2000,367.2
9/9/2000,366.7
9/16/2000,366.2
9/23/2000,366.2
9/30/2000,366.4
10/7/2000,366.3
10/14/2000,366.6
10/21/2000,366.7
10/28/2000,367.3
11/4/2000,367.6
11/11/2000,368
11/18/2000,368.6
11/25/2000,368.3
12/2/2000,369
12/9/2000,369.6
12/16/2000,369.3
12/23/2000,369.5
12/30/2000,369.8
1/6/2001,369.8
1/13/2001,370.2
1/20/2001,369.9
1/27/2001,370.8
2/3/2001,371.3
2/10/2001,371.1
2/17/2001,371.7
2/24/2001,371.2
3/3/2001,372.2
3/10/2001,372.2
3/17/2001,372.1
3/24/2001,371.8
3/31/2001,372
4/7/2001,372.7
4/14/2001,372.7
4/21/2001,373
4/28/2001,372.7
5/5/2001,373.7
5/12/2001,373.9
5/19/2001,373.7
5/26/2001,373.9
6/2/2001,373.8
6/9/2001,373.1
6/16/2001,372.8
6/23/2001,372.9
6/30/2001,372.7
7/7/2001,372.1
7/14/2001,371.3
7/21/2001,371.2
7/28/2001,370.6
8/4/2001,369.9
8/11/2001,369.5
8/18/2001,369.3
8/25/2001,369
9/1/2001,368.4
9/8/2001,368.2
9/15/2001,368
9/22/2001,367.4
9/29/2001,367.4
10/6/2001,367.8
10/13/2001,367.6
10/20/2001,368.1
10/27/2001,368.7
11/3/2001,368.7
11/10/2001,368.8
11/17/2001,369.7
11/24/2001,370.3
12/1/2001,370.3
12/8/2001,370.8
12/15/2001,371.2
12/22/2001,371.3
12/29/2001,371.5
